Id,PID,MS SubClass,Lot Frontage,Lot Area,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Mas Vnr Area,Exter Qual,Exter Cond,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating QC,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Fireplaces,Fireplace Qu,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Fence,Misc Val,Mo Sold,Yr Sold,MS_Zone_FV,MS_Zone_Misc,MS_Zone_RH,MS_Zone_RL,MS_Zone_RM,Lot_Shape_IR2,Lot_Shape_IR3,Lot_Shape_Reg,Land_Cont_HLS,Land_Cont_Low,Land_Cont_Lvl,Lot_Config_CulDSac,Lot_Config_FR2,Lot_Config_FR3,Lot_Config_Inside,NH_BrDale,NH_BrkSide,NH_ClearCr,NH_CollgCr,NH_Crawfor,NH_Edwards,NH_Gilbert,NH_IDOTRR,NH_MeadowV,NH_Mitchel,NH_NAmes,NH_NPkVill,NH_NWAmes,NH_NoRidge,NH_NridgHt,NH_OldTown,NH_Other,NH_SWISU,NH_Sawyer,NH_SawyerW,NH_Somerst,NH_StoneBr,NH_Timber,NH_Veenker,Cond_1_Feedr,Cond_1_Norm,Cond_1_PosA,Cond_1_PosN,Cond_1_RRAe,Cond_1_RRAn,Cond_1_RRNe,Cond_1_RRNn,Bldg_Type_2fmCon,Bldg_Type_Duplex,Bldg_Type_Twnhs,Bldg_Type_TwnhsE,House_Style_1.5Unf,House_Style_1Story,House_Style_2.5Fin,House_Style_2.5Unf,House_Style_2Story,House_Style_SFoyer,House_Style_SLvl,Roof_Style_Gable,Roof_Style_Gambrel,Roof_Style_Hip,Roof_Style_Mansard,Roof_Style_Shed,Ext_1_BrkFace,Ext_1_CemntBd,Ext_1_HdBoard,Ext_1_MetalSd,Ext_1_Other,Ext_1_Plywood,Ext_1_Stucco,Ext_1_VinylSd,Ext_1_Wd Sdng,Ext_1_WdShing,Ext_2_BrkFace,Ext_2_CmentBd,Ext_2_HdBoard,Ext_2_MetalSd,Ext_2_Other,Ext_2_Plywood,Ext_2_Stucco,Ext_2_VinylSd,Ext_2_Wd Sdng,Ext_2_Wd Shng,Mas_Vnr_BrkFace,Mas_Vnr_None,Mas_Vnr_Stone,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Central_Air_Y,Garage_Type_Attchd,Garage_Type_Basment,Garage_Type_BuiltIn,Garage_Type_CarPort,Garage_Type_Detchd,Garage_Type_NA,Total Bath,Total Area,Outside Amenity Area,pf_overall__Overall Qual,pf_overall__Gr Liv Area,pf_overall__Overall Qual^2,pf_overall__Overall Qual Gr Liv Area,pf_overall__Gr Liv Area^2,pf_garage__Garage Area,pf_garage__Garage Cars,pf_garage__Garage Finish,pf_garage__Garage Area^2,pf_garage__Garage Area Garage Cars,pf_garage__Garage Area Garage Finish,pf_garage__Garage Cars^2,pf_garage__Garage Cars Garage Finish,pf_garage__Garage Finish^2,pf_ext__Exter Qual,pf_ext__Exter Cond,pf_ext__Exter Qual^2,pf_ext__Exter Qual Exter Cond,pf_ext__Exter Cond^2,pf_bsmt__Bsmt Qual,pf_bsmt__Total Bsmt SF,pf_bsmt__Bsmt Cond,pf_bsmt__BsmtFin SF 1,pf_bsmt__Bsmt Exposure,pf_bsmt__Bsmt Qual^2,pf_bsmt__Bsmt Qual Total Bsmt SF,pf_bsmt__Bsmt Qual Bsmt Cond,pf_bsmt__Bsmt Qual BsmtFin SF 1,pf_bsmt__Bsmt Qual Bsmt Exposure,pf_bsmt__Total Bsmt SF^2,pf_bsmt__Total Bsmt SF Bsmt Cond,pf_bsmt__Total Bsmt SF BsmtFin SF 1,pf_bsmt__Total Bsmt SF Bsmt Exposure,pf_bsmt__Bsmt Cond^2,pf_bsmt__Bsmt Cond BsmtFin SF 1,pf_bsmt__Bsmt Cond Bsmt Exposure,pf_bsmt__BsmtFin SF 1^2,pf_bsmt__BsmtFin SF 1 Bsmt Exposure,pf_bsmt__Bsmt Exposure^2,pf_fire__Fireplaces,pf_fire__Fireplace Qu,pf_fire__Fireplaces^2,pf_fire__Fireplaces Fireplace Qu,pf_fire__Fireplace Qu^2,pf_mas__Mas Vnr Area,pf_mas__Mas_Vnr_Stone,pf_mas__Mas Vnr Area^2,pf_mas__Mas Vnr Area Mas_Vnr_Stone,pf_mas__Mas_Vnr_Stone^2,pf_year__Year Built,pf_year__Year Remod/Add,pf_year__Year Built^2,pf_year__Year Built Year Remod/Add,pf_year__Year Remod/Add^2,pf_rms__Full Bath,pf_rms__TotRms AbvGrd,pf_rms__Full Bath^2,pf_rms__Full Bath TotRms AbvGrd,pf_rms__TotRms AbvGrd^2,pf_total_qual__Overall Qual,pf_total_qual__Exter Qual,pf_total_qual__Kitchen Qual,pf_total_qual__Bsmt Qual,pf_total_qual__Heating QC,pf_total_qual__Overall Qual^2,pf_total_qual__Overall Qual Exter Qual,pf_total_qual__Overall Qual Kitchen Qual,pf_total_qual__Overall Qual Bsmt Qual,pf_total_qual__Overall Qual Heating QC,pf_total_qual__Exter Qual^2,pf_total_qual__Exter Qual Kitchen Qual,pf_total_qual__Exter Qual Bsmt Qual,pf_total_qual__Exter Qual Heating QC,pf_total_qual__Kitchen Qual^2,pf_total_qual__Kitchen Qual Bsmt Qual,pf_total_qual__Kitchen Qual Heating QC,pf_total_qual__Bsmt Qual^2,pf_total_qual__Bsmt Qual Heating QC,pf_total_qual__Heating QC^2,SalePrice
2907,923203100,120,32.0,4500,6,5,1998,1998,443.0,2,3,5,4,1,6,1201.0,1,0.0,36.0,1237.0,5,4,1337,0,0,1337,1.0,0.0,2,0,2,1,3,5,0,0,1998.0,3,2.0,405.0,2,0,199,0,0,0,0,0,0,3,2006,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,3.0,2574.0,199,6.0,1337.0,36.0,8022.0,1787569.0,405.0,2.0,3.0,164025.0,810.0,1215.0,4.0,6.0,9.0,2.0,3.0,4.0,6.0,9.0,5.0,1237.0,4.0,1201.0,1.0,25.0,6185.0,20.0,6005.0,5.0,1530169.0,4948.0,1485637.0,1237.0,16.0,4804.0,4.0,1442401.0,1201.0,1.0,0.0,0.0,0.0,0.0,0.0,443.0,0.0,196249.0,0.0,0.0,1998.0,1998.0,3992004.0,3992004.0,3992004.0,2.0,5.0,4.0,10.0,25.0,6.0,2.0,3.0,5.0,5.0,36.0,12.0,18.0,30.0,30.0,4.0,6.0,10.0,10.0,9.0,15.0,15.0,25.0,25.0,25.0,153500
1831,532479120,85,0.0,16647,5,5,1975,1981,0.0,2,2,4,3,4,5,1390.0,1,0.0,0.0,1390.0,3,4,1701,0,0,1701,1.0,0.0,2,0,3,1,3,6,2,3,1975.0,3,2.0,611.0,2,0,0,0,0,0,0,0,0,1,2007,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,3.0,3091.0,0,5.0,1701.0,25.0,8505.0,2893401.0,611.0,2.0,3.0,373321.0,1222.0,1833.0,4.0,6.0,9.0,2.0,2.0,4.0,4.0,4.0,4.0,1390.0,3.0,1390.0,4.0,16.0,5560.0,12.0,5560.0,16.0,1932100.0,4170.0,1932100.0,5560.0,9.0,4170.0,12.0,1932100.0,5560.0,16.0,2.0,3.0,4.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,1975.0,1981.0,3900625.0,3912475.0,3924361.0,2.0,6.0,4.0,12.0,36.0,5.0,2.0,3.0,4.0,3.0,25.0,10.0,15.0,20.0,15.0,4.0,6.0,8.0,6.0,9.0,12.0,9.0,16.0,12.0,9.0,171000
2836,908227030,50,62.0,8707,4,5,1924,1950,0.0,2,2,3,3,1,1,0.0,1,0.0,1093.0,1093.0,3,2,1093,576,0,1669,0.0,0.0,1,1,4,1,3,9,0,0,1924.0,1,1.0,288.0,2,0,0,56,0,0,0,0,0,5,2006,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1.5,2762.0,56,4.0,1669.0,16.0,6676.0,2785561.0,288.0,1.0,1.0,82944.0,288.0,288.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,4.0,3.0,1093.0,3.0,0.0,1.0,9.0,3279.0,9.0,0.0,3.0,1194649.0,3279.0,0.0,1093.0,9.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1924.0,1950.0,3701776.0,3751800.0,3802500.0,1.0,9.0,1.0,9.0,81.0,4.0,2.0,3.0,3.0,3.0,16.0,8.0,12.0,12.0,12.0,4.0,6.0,6.0,6.0,9.0,9.0,9.0,9.0,9.0,9.0,107000
1955,535403030,20,66.0,8300,6,6,1968,1968,86.0,2,2,3,3,2,3,952.0,1,0.0,0.0,952.0,4,4,952,0,0,952,1.0,0.0,1,0,3,1,3,5,0,0,1968.0,1,1.0,288.0,2,0,0,0,0,0,0,0,0,8,2007,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,2.0,1904.0,0,6.0,952.0,36.0,5712.0,906304.0,288.0,1.0,1.0,82944.0,288.0,288.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,4.0,3.0,952.0,3.0,952.0,2.0,9.0,2856.0,9.0,2856.0,6.0,906304.0,2856.0,906304.0,1904.0,9.0,2856.0,6.0,906304.0,1904.0,4.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,7396.0,0.0,0.0,1968.0,1968.0,3873024.0,3873024.0,3873024.0,1.0,5.0,1.0,5.0,25.0,6.0,2.0,3.0,3.0,4.0,36.0,12.0,18.0,18.0,24.0,4.0,6.0,6.0,8.0,9.0,9.0,12.0,9.0,12.0,16.0,128500
1926,535179120,20,72.0,9770,5,5,1957,1957,0.0,2,2,3,3,1,3,512.0,1,0.0,410.0,922.0,3,3,922,0,0,922,1.0,0.0,1,0,2,1,3,5,0,0,1957.0,1,1.0,308.0,2,0,34,0,0,0,0,2,0,4,2007,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,2.0,1844.0,34,5.0,922.0,25.0,4610.0,850084.0,308.0,1.0,1.0,94864.0,308.0,308.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,4.0,3.0,922.0,3.0,512.0,1.0,9.0,2766.0,9.0,1536.0,3.0,850084.0,2766.0,472064.0,922.0,9.0,1536.0,3.0,262144.0,512.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1957.0,1957.0,3829849.0,3829849.0,3829849.0,1.0,5.0,1.0,5.0,25.0,5.0,2.0,3.0,3.0,3.0,25.0,10.0,15.0,15.0,15.0,4.0,6.0,6.0,6.0,9.0,9.0,9.0,9.0,9.0,9.0,116000
2924,923250060,20,80.0,17400,5,5,1977,1977,0.0,2,2,3,3,1,5,936.0,1,0.0,190.0,1126.0,2,4,1126,0,0,1126,1.0,0.0,2,0,3,1,3,5,1,4,1977.0,2,2.0,484.0,1,295,41,0,0,0,0,0,0,5,2006,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,3.0,2252.0,336,5.0,1126.0,25.0,5630.0,1267876.0,484.0,2.0,2.0,234256.0,968.0,968.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,3.0,1126.0,3.0,936.0,1.0,9.0,3378.0,9.0,2808.0,3.0,1267876.0,3378.0,1053936.0,1126.0,9.0,2808.0,3.0,876096.0,936.0,1.0,1.0,4.0,1.0,4.0,16.0,0.0,0.0,0.0,0.0,0.0,1977.0,1977.0,3908529.0,3908529.0,3908529.0,2.0,5.0,4.0,10.0,25.0,5.0,2.0,3.0,3.0,2.0,25.0,10.0,15.0,15.0,10.0,4.0,6.0,6.0,4.0,9.0,9.0,6.0,9.0,6.0,4.0,160000
1003,527145090,120,39.0,5070,8,5,1992,1992,0.0,3,2,4,3,2,1,0.0,1,0.0,1280.0,1280.0,5,4,1280,0,0,1280,0.0,0.0,2,0,2,1,4,5,0,0,1992.0,2,2.0,506.0,2,0,82,0,0,144,0,0,0,8,2008,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,2.0,2560.0,226,8.0,1280.0,64.0,10240.0,1638400.0,506.0,2.0,2.0,256036.0,1012.0,1012.0,4.0,4.0,4.0,3.0,2.0,9.0,6.0,4.0,4.0,1280.0,3.0,0.0,2.0,16.0,5120.0,12.0,0.0,8.0,1638400.0,3840.0,0.0,2560.0,9.0,0.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1992.0,1992.0,3968064.0,3968064.0,3968064.0,2.0,5.0,4.0,10.0,25.0,8.0,3.0,4.0,4.0,5.0,64.0,24.0,32.0,32.0,40.0,9.0,12.0,12.0,15.0,16.0,16.0,20.0,16.0,20.0,25.0,180000
1667,527404050,20,66.0,7920,5,5,1970,2002,32.0,2,2,3,3,1,5,81.0,6,619.0,214.0,914.0,5,4,914,0,0,914,0.0,0.0,1,0,3,1,5,5,0,0,1970.0,2,1.0,368.0,2,120,0,0,0,0,0,0,0,10,2007,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1.0,1828.0,120,5.0,914.0,25.0,4570.0,835396.0,368.0,1.0,2.0,135424.0,368.0,736.0,1.0,2.0,4.0,2.0,2.0,4.0,4.0,4.0,3.0,914.0,3.0,81.0,1.0,9.0,2742.0,9.0,243.0,3.0,835396.0,2742.0,74034.0,914.0,9.0,243.0,3.0,6561.0,81.0,1.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,1024.0,0.0,0.0,1970.0,2002.0,3880900.0,3943940.0,4008004.0,1.0,5.0,1.0,5.0,25.0,5.0,2.0,5.0,3.0,5.0,25.0,10.0,25.0,15.0,25.0,4.0,10.0,6.0,10.0,25.0,15.0,25.0,9.0,15.0,25.0,133000
2905,923202025,90,78.0,7020,7,5,1997,1997,200.0,2,3,4,3,4,6,1243.0,1,0.0,45.0,1288.0,4,4,1368,0,0,1368,2.0,0.0,2,0,2,2,3,8,0,0,1997.0,3,4.0,784.0,2,0,48,0,0,0,0,0,0,11,2006,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,4.0,2656.0,48,7.0,1368.0,49.0,9576.0,1871424.0,784.0,4.0,3.0,614656.0,3136.0,2352.0,16.0,12.0,9.0,2.0,3.0,4.0,6.0,9.0,4.0,1288.0,3.0,1243.0,4.0,16.0,5152.0,12.0,4972.0,16.0,1658944.0,3864.0,1600984.0,5152.0,9.0,3729.0,12.0,1545049.0,4972.0,16.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,40000.0,0.0,0.0,1997.0,1997.0,3988009.0,3988009.0,3988009.0,2.0,8.0,4.0,16.0,64.0,7.0,2.0,3.0,4.0,4.0,49.0,14.0,21.0,28.0,28.0,4.0,6.0,8.0,8.0,9.0,12.0,12.0,16.0,16.0,16.0,215000
921,909276110,70,0.0,7500,6,7,1942,1950,0.0,2,2,3,3,1,4,547.0,1,0.0,224.0,771.0,2,4,753,741,0,1494,0.0,0.0,1,0,3,1,4,7,2,4,1942.0,1,1.0,213.0,1,0,0,0,0,224,0,0,0,11,2009,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1.0,2265.0,224,6.0,1494.0,36.0,8964.0,2232036.0,213.0,1.0,1.0,45369.0,213.0,213.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,4.0,3.0,771.0,3.0,547.0,1.0,9.0,2313.0,9.0,1641.0,3.0,594441.0,2313.0,421737.0,771.0,9.0,1641.0,3.0,299209.0,547.0,1.0,2.0,4.0,4.0,8.0,16.0,0.0,0.0,0.0,0.0,0.0,1942.0,1950.0,3771364.0,3786900.0,3802500.0,1.0,7.0,1.0,7.0,49.0,6.0,2.0,4.0,3.0,2.0,36.0,12.0,24.0,18.0,12.0,4.0,8.0,6.0,4.0,16.0,12.0,8.0,9.0,6.0,4.0,177500
1780,528431030,20,76.0,10612,8,5,2006,2006,248.0,3,2,4,3,2,6,28.0,1,0.0,1496.0,1524.0,4,4,1534,0,0,1534,0.0,0.0,2,0,3,1,4,7,1,4,2006.0,3,2.0,484.0,2,168,46,0,0,0,0,0,0,1,2007,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,2.0,3058.0,214,8.0,1534.0,64.0,12272.0,2353156.0,484.0,2.0,3.0,234256.0,968.0,1452.0,4.0,6.0,9.0,3.0,2.0,9.0,6.0,4.0,4.0,1524.0,3.0,28.0,2.0,16.0,6096.0,12.0,112.0,8.0,2322576.0,4572.0,42672.0,3048.0,9.0,84.0,6.0,784.0,56.0,4.0,1.0,4.0,1.0,4.0,16.0,248.0,0.0,61504.0,0.0,0.0,2006.0,2006.0,4024036.0,4024036.0,4024036.0,2.0,7.0,4.0,14.0,49.0,8.0,3.0,4.0,4.0,4.0,64.0,24.0,32.0,32.0,32.0,9.0,12.0,12.0,12.0,16.0,16.0,16.0,16.0,16.0,16.0,215000
746,903234220,50,51.0,6120,5,6,1938,1950,0.0,2,2,3,2,1,2,273.0,1,0.0,679.0,952.0,3,3,994,588,0,1582,0.0,0.0,2,0,3,1,3,6,1,4,1938.0,1,1.0,250.0,2,189,0,34,150,0,0,0,0,2,2009,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2.0,2534.0,373,5.0,1582.0,25.0,7910.0,2502724.0,250.0,1.0,1.0,62500.0,250.0,250.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,4.0,3.0,952.0,2.0,273.0,1.0,9.0,2856.0,6.0,819.0,3.0,906304.0,1904.0,259896.0,952.0,4.0,546.0,2.0,74529.0,273.0,1.0,1.0,4.0,1.0,4.0,16.0,0.0,0.0,0.0,0.0,0.0,1938.0,1950.0,3755844.0,3779100.0,3802500.0,2.0,6.0,4.0,12.0,36.0,5.0,2.0,3.0,3.0,3.0,25.0,10.0,15.0,15.0,15.0,4.0,6.0,6.0,6.0,9.0,9.0,9.0,9.0,9.0,9.0,150000
254,906402200,60,90.0,12376,7,5,1990,1990,0.0,2,2,4,3,2,6,1470.0,1,0.0,203.0,1673.0,4,4,1699,1523,0,3222,1.0,0.0,3,0,5,1,4,11,2,3,1990.0,1,3.0,594.0,2,367,0,0,0,0,0,0,0,5,2010,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,4.0,4895.0,367,7.0,3222.0,49.0,22554.0,10381284.0,594.0,3.0,1.0,352836.0,1782.0,594.0,9.0,3.0,1.0,2.0,2.0,4.0,4.0,4.0,4.0,1673.0,3.0,1470.0,2.0,16.0,6692.0,12.0,5880.0,8.0,2798929.0,5019.0,2459310.0,3346.0,9.0,4410.0,6.0,2160900.0,2940.0,4.0,2.0,3.0,4.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,1990.0,1990.0,3960100.0,3960100.0,3960100.0,3.0,11.0,9.0,33.0,121.0,7.0,2.0,4.0,4.0,4.0,49.0,14.0,28.0,28.0,28.0,4.0,8.0,8.0,8.0,16.0,16.0,16.0,16.0,16.0,16.0,320000
606,534400050,20,100.0,10004,6,6,1964,1964,180.0,2,2,3,3,1,3,196.0,4,345.0,975.0,1516.0,3,4,1516,0,0,1516,0.0,0.0,1,1,3,1,3,6,0,0,1964.0,2,2.0,472.0,2,0,0,0,0,152,0,0,0,2,2009,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1.5,3032.0,152,6.0,1516.0,36.0,9096.0,2298256.0,472.0,2.0,2.0,222784.0,944.0,944.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,3.0,1516.0,3.0,196.0,1.0,9.0,4548.0,9.0,588.0,3.0,2298256.0,4548.0,297136.0,1516.0,9.0,588.0,3.0,38416.0,196.0,1.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,32400.0,0.0,0.0,1964.0,1964.0,3857296.0,3857296.0,3857296.0,1.0,6.0,1.0,6.0,36.0,6.0,2.0,3.0,3.0,3.0,36.0,12.0,18.0,18.0,18.0,4.0,6.0,6.0,6.0,9.0,9.0,9.0,9.0,9.0,9.0,167000
2703,904301410,30,55.0,8250,5,7,1935,1950,0.0,2,2,0,0,0,0,0.0,0,0.0,0.0,0.0,3,4,1032,0,0,1032,0.0,0.0,1,0,2,1,3,6,1,3,1939.0,1,1.0,260.0,2,0,0,121,0,0,0,0,0,6,2006,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1.0,1032.0,121,5.0,1032.0,25.0,5160.0,1065024.0,260.0,1.0,1.0,67600.0,260.0,260.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,1935.0,1950.0,3744225.0,3773250.0,3802500.0,1.0,6.0,1.0,6.0,36.0,5.0,2.0,3.0,0.0,3.0,25.0,10.0,15.0,0.0,15.0,4.0,6.0,0.0,6.0,9.0,0.0,9.0,0.0,0.0,9.0,125000
1306,902207120,20,103.0,12205,3,1,1949,1992,0.0,2,2,2,2,1,1,0.0,1,0.0,448.0,448.0,4,4,1588,0,0,1588,0.0,0.0,2,0,5,1,3,6,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,3,0,12,2008,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2.0,2036.0,0,3.0,1588.0,9.0,4764.0,2521744.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,4.0,4.0,2.0,448.0,2.0,0.0,1.0,4.0,896.0,4.0,0.0,2.0,200704.0,896.0,0.0,448.0,4.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1949.0,1992.0,3798601.0,3882408.0,3968064.0,2.0,6.0,4.0,12.0,36.0,3.0,2.0,3.0,2.0,4.0,9.0,6.0,9.0,6.0,12.0,4.0,6.0,4.0,8.0,9.0,6.0,12.0,4.0,8.0,16.0,65000
